"order_num","detail_no","description","quantity","unit_price","amount"
"32297","1","付款折扣","0","0","-200"
"32297","2","亞培安素香草口味(少甜)","24","66.458","1595"
"32299","1","寶乖亞D-Plus(10ml/瓶)","1","1620","1620"
"32300","1","付款折扣","0","0","-400"
"32300","2","※安素原味  237ml","24","66.458","1595"
"32305","1","※(無糖)葡勝納SR原味菁選200ml","24","90","2160"
"32307","1","付款折扣","0","0","-350"
"32307","2","輔理善瞬感2掃描式葡萄糖監測系統","2","2200","4400"
"32309","1","御護 益添C維他命發泡錠(C500+B群)柑橘風味","1","199","199"
"32311","1","羅氏血糖試紙匣Mobile全方位(50PCS)","1","1080","1080"
"32311","2","滅菌棉棒(ENT)(10入)(中國衛材)","1","4","4"
"32312","1","付款折扣","0","0","-50"
"32312","2","421640 '康威' 益舒穩多柔膚墊高可裁剪式彈性環  57mm (片)","1","315","315"
"32312","3","416419 益舒穩造口袋(雙片式透明開口)57mm 10P/BX","3","65","195"
"32314","1","多樂飲Plus(110公克/瓶)","1","400","400"
"32316","1","鉅瑋醫療口罩(未滅菌)-純淨白","1","159","159"
"32316","2","孕媽咪杏福禮","1","0.001","0"
"32316","3","優護  Premiumcare  銀離子抗菌山形刷毛牙刷","1","0","0"
"32316","4","樂護嬰幼兒柔濕巾  10  抽","3","0","0"
"32316","5","優護清除環境中多效病毒濕紙巾10抽/包","3","0","0"
"32316","6","(單片)WATER & NURSE透潤水感保濕面膜","1","0","0"
"32316","7","御護 優敏利寶貝益生菌體驗包","1","0","0"
"32316","8","好健康小提袋(紙袋)","1","0","0"
"32318","1","樂護嬰幼兒柔濕巾  10  抽","1","20","20"
"32318","10","御護 優敏利寶貝益生菌體驗包","1","0","0"
"32318","2","好健康小提袋(紙袋)","1","0","0"
"32318","3","樂護加大超厚純水柔濕巾80 抽","1","79","79"
"32318","4","孕媽咪杏福禮","1","0.001","0"
"32318","5","優護  Premiumcare  銀離子抗菌山形刷毛牙刷","1","0","0"
"32318","6","樂護嬰幼兒柔濕巾  10  抽","3","0","0"
"32318","7","優護清除環境中多效病毒濕紙巾10抽/包","3","0","0"
"32318","8","伴寶樂 嬰兒紙尿褲--自然風  4  號( 2  片裝)","1","0","0"
"32318","9","(單片)WATER & NURSE透潤水感保濕面膜","1","0","0"
"32319","1","刻利淨檢查食-CT腸保組(促銷組合)","1","882","882"
"32322","1","付款折扣","0","0","-967"
"32322","2","天地合補官燕窩禮盒","4","1199","4796"
"32322","3","天地合補穩立葡萄糖胺飲盒裝14瓶","1","788","788"
"32322","4","(紅標)白蘭氏冰糖燕窩禮盒(42g*5入)","1","869","869"
"32322","5","※桂格養氣人參禮盒8瓶/盒","2","539","1078"
"32322","6","※安素原味  237ml","48","66.458","3190"
"32323","1","惠幼A+幼小寶寶飲品(草莓)430ML","1","63","63"
"32324","1","優寶滴 D3","1","1944","1944"
"32325","1","(紅標)NEW小安素均衡完整營養配方850g","1","849","849"
"32327","1","金貝親Happy Hours纖果飲(蘋果/藍莓/草莓)","1","69","50"
"32327","2","金貝親Happy Hours纖果飲(蘋果/桃子/芒果)","1","69","50"
"32327","3","3M 細滑牙線棒 DF02","1","49","49"
"32329","1","孕媽咪杏福禮","1","0.001","0"
"32329","2","優護  Premiumcare  銀離子抗菌山形刷毛牙刷","1","0","0"
"32329","3","樂護嬰幼兒柔濕巾  10  抽","3","0","0"
"32329","4","優護清除環境中多效病毒濕紙巾10抽/包","3","0","0"
"32329","5","伴寶樂 嬰兒紙尿褲--自然風  4  號( 2  片裝)","1","0","0"
"32329","6","(單片)WATER & NURSE透潤水感保濕面膜","1","0","0"
"32329","7","御護 優敏利寶貝益生菌體驗包","1","0","0"
"32329","8","好健康小提袋(紙袋)","1","0","0"
"32333","1","克風邪(OTC)(紅標)","1","20","20"
"32334","1","黑棗精華露360ml","1","99","99"
"32334","2","惠幼|加纖無糖 棗露|330ml","1","99","99"
"32336","1","(OTC)克胃舒胃食道逆流錠","1","135","135"
"32342","1","付款折扣","0","0","-25"
"32342","2","ibobomi嬰兒米餅(蘋果味)","1","89","89"
"32342","3","ibobomi嬰兒米餅(菠菜味)","1","89","89"
"32342","4","輔理善瞬感2掃描式葡萄糖監測系統","1","2200","2200"
"32342","5","樂護紙軸棉花棒  200  支入","1","65","59"
"32342","6","※曼秀雷敦舒效消炎水性藥膠布5片/包(OTC)","1","176","176"
"32342","7","※曼秀雷敦鎮痛水性藥膠布涼感5片/包(OTC)","1","167","167"
"32342","8","※允消傷乳膏20g(OTC)","1","135","135"
"32342","9","保腎大帝腎臟病協會衛教四折頁","1","0","0"
"32344","1","付款折扣","0","0","-200"
"32344","2","亞培倍力素癌症專用液體營養品(莓果口味)","2","240","468"
"32344","3","※亞培倍力素(經典香草)","2","240","468"
"32344","4","倍速益含纖營養補充配方-原味200ml","1","86","86"
"32345","1","多樂飲Plus(110公克/瓶)","1","360","360"
"32349","1","(紅標)善存葉黃素 20mg(60錠/瓶)","1","719.1","719"
"32349","2","滅菌棉棒(口腔)(10入)(中國衛材)","2","4","8"
"32349","3","貼身寶貝TC女免洗褲-L","1","95","95"
"32354","1","樂特濃縮甘草蜂膠喉糖  15g / 盒","1","189","189"
"32357","1","※倍速癌症專用配方-卡布奇諾口味","24","204.17","4900"
"32357","2","大正齒周對策牙刷(長頭)","1","107","107"
"32359","1","付款折扣","0","0","-250"
"32359","2","御護xHAC-維他命C+蔓越莓複方錠 30 錠","2","250","500"
"32360","1","付款折扣","0","0","-174"
"32360","2","新 營養補充食品 明倍適 草莓口味","26","69","1585"
"32360","3","野菽家營養棒-海苔藜麥","2","35","59"
"32361","1","補體素-關健 靈活行動力配方 (粉狀) 780公克","1","666","666"
"32363","1","付款折扣","0","0","-625"
"32363","2","(集)亞培安素菁選香草口味(少甜)","5","85","397"
"32363","3","※亞培原味安素菁選","5","85","398"
"32363","4","孝親抽換式尿片28+2片","12","128.3333","1540"
"32363","5","(紅標)孝親漢方全功能成褲 L-XL","6","215","1290"
"32363","6","安安看護墊(XXL/6+2片)","2","0","0"
"32365","1","輔理善瞬感2掃描式葡萄糖監測系統","1","2200","2200"
"32365","2","御護xHAC-德萊比B群+肝精複方錠(30錠/罐)","1","399","399"
"32369","1","付款折扣","0","0","-300"
"32369","2","羅氏血糖試紙匣Mobile全方位(50PCS)","2","1020","2040"
"32371","1","付款折扣","0","0","-200"
"32371","2","補體素-優蛋白 香草 增強體力配方 (粉狀) 750公克","2","666","1332"
"32372","1","付款折扣","0","0","-547"
"32372","2","寶乖亞滴劑 (10ml/瓶)","1","1485","1485"
"32372","3","靠得住茶樹舒涼棉日用23cm","1","55","55"
"32372","4","立攝適均康優纖營養配方原味口味(RPB)250ml/罐","2","92","184"
"32373","1","※安素雙卡 香草口味237ml/罐","24","100.63","2415"
"32374","1","付款折扣","0","0","-398"
"32374","2","培寶站立型母乳冷凍袋200ml/25入","1","252","252"
"32374","3","靠得住茶樹舒涼棉日用23cm","1","55","55"
"32374","4","立攝適均康優纖營養配方原味口味(RPB)250ml/罐","2","92","184"
"32376","1","※化療漾內服液4ml14瓶/盒(成藥)","8","2955","23640"
"32377","1","付款折扣","0","0","-200"
"32377","2","輔理善瞬感2掃描式葡萄糖監測系統","1","2200","2200"
"32378","1","10CM  鋼杯","1","86","86"
"32378","2","白蘭氏萃雞精-膠原蛋白菁萃42mlx9入","1","959","959"
"32379","1","付款折扣","0","0","-261"
"32379","2","雅保成人復健褲  L  ( 15 片裝 )//21325","1","682","682"
"32379","3","滅菌棉棒(沖洗)(6入)(中國衛材)","7","6","42"
"32379","4","滅菌棉棒(口腔)(10入)(中國衛材)","2","4","8"
"32379","5","滅菌棉棒(普通)(10入)(中國衛材)","2","4","8"
"32379","6","※益力壯 900g","1","720","720"
"32384","1","立攝適均康優纖營養配方原味口味(RPB)250ml/罐","24","78.75","1890"
"32385","1","付款折扣","0","0","-92"
"32385","2","立攝適均康優纖營養配方原味口味(RPB)250ml/罐","1","92","92"
"32386","1","付款折扣","0","0","-200"
"32386","2","416416 益舒穩造口袋(雙片式透明開口)45mm 10P/BX","10","57.6","576"
"32386","3","401575 適透膜環 45mm 10P/BX","10","176","1760"
"32386","4","Omnisilk赫曼絲綢抗敏布膠(半吋)","3","0","0"
"32387","1","付款折扣","0","0","-20"
"32387","2","京都蜜煉枇杷膏15g*4包(食品級)","1","62","62"
"32391","1","惠幼A+幼小寶寶飲品(葡萄)430ML","2","63","126"
"32392","1","久明浣腸20ml(甘油15) 10粒入(成藥)","1","63","63"
"32393","1","賜汝蒙膠囊 (60S / 盒)","1","1440","1440"
"32395","1","付款折扣","0","0","-50"
"32395","2","刻利淨檢查食-CT腸保組(促銷組合)","1","882","882"
"32396","1","付款折扣","0","0","-50"
"32396","2","刻利淨檢查食-CT腸保組(促銷組合)","1","882","882"
"32399","1","※桂格完膳營養素-原味無糖","26","57.9166","1390"
"32400","1","付款折扣","0","0","-150"
"32400","2","佳倍優褐速康褐藻醣膠 無糖配方","24","145.833","3500"
"32400","3","佳倍優褐速康褐藻醣膠 無糖配方","2","0","0"
"32404","1","※桂格完膳營養素-原味無糖","1","57","57"
"32404","2","補體素優蛋白(大麥風味) 即飲配方食品","1","72","72"
"32404","3","※安素原味  237ml","1","75","75"
"32404","4","NUCARE  可倍力營養飲(黑芝麻風味) 200ml","1","57","57"
"32406","1","桂格完膳營養素雙蛋白配方(原味無糖)","3","62","186"
"32406","2","NUCARE  可倍力營養飲(咖啡風味) 200ml","3","39","117"
"32407","1","※快凝寶晶澈配方","1","547","547"
"32408","1","亞培倍力素癌症專用液體營養品(莓果口味)8入禮盒","1","2025","2025"
"32410","1","付款折扣","0","0","-22"
"32410","2","(紅標)孕哺兒媽媽葉酸口嚼錠","1","499","499"
"32413","1","付款折扣","0","0","-80"
"32413","2","寶益兒 小兒滴劑 50ml","1","675","675"
"32415","1","付款折扣","0","0","-280"
"32415","2","益皮特皮膚保謢劑,500g","1","1440","1440"
"32416","1","付款折扣","0","0","-375"
"32416","2","(紅標)※桂格-天地合補  葡萄糖胺龜鹿二仙飲","1","999","999"
"32416","3","空針(TERUMO/3ml)","1","5","5"
"32417","1","付款折扣","0","0","-400"
"32417","2","和展精品金絲冰糖燕窩禮盒","1","619","619"
"32417","3","御護 極臻淬燜雞精禮盒(8入)","1","1080","1080"
"32417","4","御護xHAC-德萊比B群+肝精複方錠(90錠/罐)","2","900","1694"
"32417","5","御護xHAC-德萊比B群+肝精複方錠(30錠/罐)","2","375","706"
"32417","6","御護xHAC-維他命C+蔓越莓複方錠 90 錠","1","0","0"
"32417","7","御護xHAC-維他命C+蔓越莓複方錠 90 錠","1","0","0"
"32417","8","御護 優敏利寶貝益生菌體驗包","2","0","0"
"32419","1","付款折扣","0","0","-92"
"32419","2","立攝適均康優纖營養配方原味口味(RPB)250ml/罐","2","92","184"
"32424","1","亞培倍力素癌症專用液體營養品(莓果口味)","2","240","468"
"32424","2","高露潔全效清淨薄荷牙膏 150G","1","129","129"
"32424","3","DARLIE好來小細潔淨牙刷單入","1","69","69"
"32424","4","※亞培倍力素(經典香草)","2","240","468"
"32425","1","蘇菲超熟睡草本抑菌衛生棉  28cm  10片","1","62","62"
"32425","2","善存維他命C甜嚼錠60錠","2","224.1","448"
"32425","3","台塑生醫 舒暢益生菌 PLUS 粉末","2","690","1380"
"32425","4","保麗淨口腔護具清潔錠(36錠)","1","175","175"
"32426","1","付款折扣","0","0","-250"
"32426","2","※撒隆巴斯-愛(小)20片(OTC)","1","117","117"
"32426","3","克淋濕防水透氣繃8片","1","85","85"
"32426","4","愛馨葡萄糖粉","1","90","90"
"32428","1","付款折扣","0","0","-151"
"32428","2","御護 優酵高機能益生菌 6 入","1","169","169"
"32428","3","(紅標)醫強   75%酒精  500ml(乙成)","1","72","72"
"32430","1","付款折扣","0","0","-150"
"32430","2","巴德導管固定裝置, PICC","2","621","1242"
"32430","3","滅菌棉棒(沖洗)(6入)(中國衛材)","10","6","60"
"32430","4","3M 導管固定防水透明敷料1685PP","2","234","468"
"32430","5","克菌寧殺菌液200ML(OTC)","1","198","198"
"32430","6","'尼得立斯'計量點滴輸液套","10","23","230"
"32433","1","※葡勝納嚴選250ml-紅標","2","99","198"
"32433","2","(紅標))安安抽換式尿片(夜用型)","1","149","149"
"32433","3","養生黑木耳  180ml","1","32","32"
"32435","1","益妙兒糖漿 ( 100 ml )","1","540","540"
"32437","1","寶乖亞D-Plus(10ml/瓶)","1","1620","1620"
"32438","1","416419 益舒穩造口袋(雙片式透明開口)57mm 10P/BX","10","57.6","576"
"32439","1","利加隆膠囊100顆(OTC)","1","1620","1620"
"32440","1","付款折扣","0","0","-154"
"32440","2","麗德手臂式電子血壓計升級版","1","2980","2980"
"32440","3","御護xHAC-維他命C+蔓越莓複方錠 30 錠","1","0","0"
"32446","1","付款折扣","0","0","-323"
"32446","2","滅菌紗布(5*5cm)(10入)(10包/盒)(雅保Abena)","2","10","20"
"32446","3","3M溫和剝離矽膠帶(2.5cm*5M/2入)2770DP-1","1","408","408"
"32446","4","空針(TERUMO/30ml)","1","18","18"
"32446","5","御護xHAC-德萊比B群+肝精複方錠(90錠/罐)","1","960","848"
"32446","6","御護xHAC-德萊比B群+肝精複方錠(30錠/罐)","1","399","352"
"32446","7","御護 優敏利寶貝益生菌體驗包","2","0","0"
"32451","1","(紅標)復易佳6000 PLUS 營養素","1","85","85"
"32451","2","※倍速癌症配方熱帶水果口味","1","205","205"
"32452","1","御護 維生素C緩釋膜衣錠(60 錠)","1","299","299"
"32453","1","付款折扣","0","0","-407"
"32453","2","禾護抗菌潔手慕斯 280ml","1","79","79"
"32453","3","科懋安脂活菌膠囊60顆","1","200","200"
"32453","4","優護酒精擦拭巾60抽/包","1","79","48"
"32453","5","(杏)儲值卡專區活動","1","100","61"
"32453","6","(紅標)三麗鷗萬花筒成人醫療口罩 - 20 片 / 盒","1","79","79"
"32455","1","維維樂草本超涼喉片","1","89","89"
"32455","2","( 盒裝 )   匠心    3DS    彈力兒童醫用口罩 - 粉","1","144","144"
"32455","3","麗德醫療口罩  50 入 / 盒  ( 成人) - 綠","1","159","133"
"32455","4","麗德醫療口罩  50 入 / 盒  ( 成人) - 粉紅","2","159","266"
"32455","5","(紅標)好健康背心袋 - 中(新版)","1","2","2"
"32456","1","付款折扣","0","0","-187"
"32456","2","立攝適®穩優糖尿病適用配方香草口味(新配方)","2","95","190"
"32456","3","立攝適均康優纖營養配方原味口味(RPB)250ml/罐","2","92","184"
"32458","1","付款折扣","0","0","-200"
"32458","2","HAC-晶亮葉黃膠囊2入組(新升級)","1","3200","3200"
"32458","3","HAC-綜合B群+鐵錠2入組","1","1280","1280"
"32463","1","付款折扣","0","0","-200"
"32463","2","優晶亮魚油軟膠囊","2","900","1800"
"32465","1","NUCARE  可倍力營養飲(草莓風味) 200ml","1","57","57"
"32465","2","丸山大豆均衡營養配方(大豆口味)","1","60","60"
"32466","1","付款折扣","0","0","-95"
"32466","2","※葡勝納SR850公克","1","985","985"
"32466","3","立攝適®穩優糖尿病適用配方香草口味(新配方)","1","95","95"
"32467","1","輔理善瞬感2掃描式葡萄糖監測系統","1","2200","2200"
"32468","1","付款折扣","0","0","-250"
"32468","2","EyeMax 新愛眸錠(90s+10s)促銷組(紅標)","1","2700","2700"
"32469","1","(紅標)好健康背心袋 - 中(新版)","1","2","2"
"32469","2","台裕潔膚生理食鹽水","2","54","108"
"32469","3","滅菌紗布(7.5*7.5cm)(2入)(50包/盒)(雅保Abena)","50","6","300"
"32469","4","杏輝金碘120ml(OTC.)","1","81","81"
"32469","5","滅菌棉棒(沖洗)(6入)(鈺弘)","10","6","60"
"32470","1","付款折扣","0","0","-200"
"32470","2","補體素-鉻100 不甜 (糖尿病適用)","24","75","1800"
"32470","3","補體素-鉻100 不甜 (糖尿病適用)","2","0","0"
"32477","1","※亞培葡勝納SR菁選8入禮盒","1","900","900"
"32478","1","輔理善瞬感2掃描式葡萄糖監測系統","1","2200","2200"
"32479","1","※安素原味  237ml","24","66.458","1595"
"32480","1","付款折扣","0","0","-150"
"32480","2","※易能充 45g/包*30包/盒","1","870","870"
"32480","3","易能充 45g  (贈包)","3","0","0"
"32481","1","付款折扣","0","0","-200"
"32481","2","14803新象可剪式墊高片附紙膠 57mm5片/盒","5","232","1160"
"32481","3","Omniplast赫曼膚色超黏低敏布膠(半吋)","1","0","0"
"32481","4","桂格癌症適用完膳營養素250ML","1","162","162"
"32481","5","Omnisilk赫曼絲綢抗敏布膠(半吋)","1","0","0"
"32481","6","Omnipor赫曼抗敏透氣紙膠(半吋)","1","0","0"
"32482","1","※中美|便通樂膜衣錠20粒/盒(OTC)","2","97.2","194"
"32484","1","桂格滴雞精盒裝9包","1","1282.4","1282"
"32486","1","付款折扣","0","0","-200"
"32486","2","※倍力素元氣調養粉狀配方 380g","1","1075","1075"
"32486","3","穩豪智優血糖試紙(50片裝)","1","950","950"
"32490","1","烘焙客無糖餅乾-起司","1","90","90"
"32490","2","※亞培葡勝納SR菁選8入禮盒","1","810","810"
"32491","1","※合利他命R強效錠120+120+60錠(OTC)","1","2450","2450"
"32491","2","※大正|耐能鎮痛顆粒|1.2g*6包(OTC)","1","90","90"
"32493","1","付款折扣","0","0","-30"
"32493","2","御護 極臻淬燜雞精禮盒(8入)","2","990","1980"
"32493","3","御護xHAC-維他命C+蔓越莓複方錠 90 錠","1","0","0"
"32493","4","御護 優敏利寶貝益生菌體驗包","2","0","0"
"32493","5","(紅標)好健康背心袋 - 大(新版)","1","3","3"
"32493","6","雅保成人復健褲  L  ( 15 片裝 )//21325","2","682","1364"
"32494","1","付款折扣","0","0","-80"
"32494","2","刻利淨檢查食-CT腸保組(促銷組合)","1","882","882"
"32496","1","付款折扣","0","0","-361"
"32496","2","新象墊高環附紙膠38mm(14908)","10","232","2320"
"32496","3","79602橢圓形墊高式墊圈 30x48mm 10片/盒","10","72","720"
"32496","4","79300合適膜膠 57g1條/盒","1","495","495"
"32496","5","Omniplast赫曼膚色超黏低敏布膠(半吋)","5","0","0"
"32497","1","付款折扣","0","0","-200"
"32497","2","輔理善瞬感2掃描式葡萄糖監測系統","1","2200","2200"
"32501","1","付款折扣","0","0","-250"
"32501","2","※亞培倍力素(經典香草)","24","228.1","5474"
"32504","1","※普寧勝Nepro 237 ml-香草口味(洗腎適用)","1","121","121"
"32518","1","可倍力均衡配方營養素  900  克","2","612","1030"
"32518","2","可倍力大燕麥片 (盒裝)37.5g/14入","1","199","168"
"32520","1","海皇珊瑚鈣(紅標)","2","900","1800"
"32522","1","刻利淨檢查食-CT腸保組(促銷組合)","1","882","882"
"32523","1","付款折扣","0","0","-396"
"32523","2","3M免縫膠帶-大傷口專用經濟包","1","558","558"
"32523","3","銀寶善存50+男性綜合維他命 120錠","1","926.1","926"
"32524","1","付款折扣","0","0","-200"
"32524","2","421640 '康威' 益舒穩多柔膚墊高可裁剪式彈性環  57mm (片)","10","280","2800"
"32524","3","416419 益舒穩造口袋(雙片式透明開口)57mm 10P/BX","10","57.6","576"
"32527","1","付款折扣","0","0","-150"
"32527","2","輔理善瞬感2掃描式葡萄糖監測系統","4","2200","8800"
"32530","1","鼎右病患用潤滑劑( 滅菌 )","10","7","70"
"32530","2","兩截式矽質胃管#16 長度120cm","2","315","630"
"32530","3","太平洋S型蓄尿袋(豪華型/2000ml)M01200","2","81","162"
"32530","4","杏輝金碘500ml(OTC.)","1","252","252"
"32530","5","御護xHAC-德萊比B群+肝精複方錠(90錠/罐)","1","960","848"
"32530","6","御護xHAC-德萊比B群+肝精複方錠(30錠/罐)","1","399","352"
"32532","1","益富益力勝慎前8蛋白質管理配方","1","82","82"
"32532","2","益富益力勝慎前8蛋白質管理配方","1","82","82"
"32532","3","灌食管  80條/箱","1","63","63"
"32533","1","付款折扣","0","0","-200"
"32533","2","羅氏血糖試紙匣Mobile全方位(50PCS)","2","1020","2040"
"32533","3","瑞特採血針(50支入)","1","90","90"
"32533","4","酒棉(CSD/200pcs)20盒/箱","1","131","131"
"32533","5","優生細紙軸兩用棉花棒圓罐200支","1","77","77"
"32533","6","樂護加大超厚純水柔濕巾80 抽","1","79","79"
"32533","7","優護酒精擦拭巾10抽/包","3","19.66","59"
"32534","1","付款折扣","0","0","-200"
"32534","2","(紅標)保麗淨假牙清潔錠 108錠","2","450","900"
"32534","3","※京都念慈菴川貝枇杷膏386g(特大)(成藥)","1","243","243"
"32539","1","※桂格完膳均衡營養素250g(香草)","1","60","60"
"32540","1","補體素-優纖A+ 不甜 (均衡營養配方)","1","67","67"
"32540","2","桂格完膳營養素-鮮甜玉米濃湯","1","61","61"
"32540","3","亞培安素沛力優蛋白配方(香草少甜口味)","1","93","93"
"32540","4","(紅標)好健康背心袋 - 小(新版)","1","1","1"
"32541","1","倍速益含纖營養補充配方- 杏桃","2","86","172"
"32541","2","倍速益含纖營養補充配方- 檸檬","2","86","172"
"32544","1","益富益力勝慎前8蛋白質管理配方","4","82","328"
"32544","2","(紅標)綠油精天竺葵滾珠瓶5g(乙成)","1","131","131"
"32550","1","※(紅標)優生 A+L.F 無乳糖配方400g","4","419","1676"
"32550","2","(紅標)好健康背心袋 - 中(新版)","1","2","2"
"32553","1","NUCARE  可倍力營養飲(黑芝麻風味) 200ml","2","63","126"
"32554","1","付款折扣","0","0","-10"
"32554","2","※元氣強  24g/包*30包/盒","1","870","870"
"32554","3","元氣強 24g  (贈包)","3","0","0"
"32554","4","NUCARE  可倍力營養飲(草莓風味) 200ml","1","57","57"
"32556","1","長庚生技 葉黃素&山桑子 90 粒/瓶","1","1160","1160"
"32557","1","※葡勝納嚴選250ml-紅標","3","99","297"
"32558","1","付款折扣","0","0","-80"
"32558","2","寶乖亞D-Plus(10ml/瓶)","1","1620","1620"
"32558","3","克淋濕防水透氣繃10片","1","85","85"
"32559","1","付款折扣","0","0","-30"
"32559","2","寶乖亞D-Plus(10ml/瓶)","1","1620","1620"
"32560","1","御護 益添C維他命發泡錠(C500+葉黃素+莓果酵素)鳳梨風味","1","199","199"
"32563","1","※新普派400g","2","921","1842"
"32564","1","(紅標)好健康背心袋 - 中(新版)","1","2","2"
"32564","2","416422 益舒穩造口袋(雙片式透明開口)70mm 10P/BX","20","57.6","1152"
"32564","3","12010幫樂造口除膠噴霧50ml","2","396","792"
"32564","4","25510 適透膜粉 28.3g 1P/BX","1","248","248"
"32566","1","倍速力慢性腎臟病配方","1","106","106"
"32566","2","新多維多 蔓越莓雪花餅","1","99","99"
"32567","1","付款折扣","0","0","-225"
"32567","2","輔理善瞬感2掃描式葡萄糖監測系統","1","2200","2200"
"32568","1","歐樂芬天然口腔保健液300ml","1","323","323"
"32568","2","金貝親Happy Hours纖果飲(蘋果/藍莓/草莓)","2","69","100"
"32568","3","歐樂芬-兒童含氟蜂膠漱口水-草莓口味","1","225","225"
"32568","4","優護雙線細滑牙線棒(薄荷+木醣醇)50 支","1","45","45"
"32568","5","優護酒精擦拭巾60抽/包","1","79","79"
"32568","6","樂護加大超厚純水柔濕巾80 抽","1","79","79"
"32568","7","(紅標)好健康背心袋 - 中(新版)","1","2","2"
"32568","8","樂特濃縮甘草蜂膠喉糖  15g / 盒","1","189","189"
"32570","1","付款折扣","0","0","-250"
"32570","2","(紅標)新豐抽痰管(FR12/附手套)","100","3.4","340"
"32570","3","醫博康無粉檢診手套(PVC未滅菌)M","1","189","189"
"32570","4","(紅標)添寧長效紙尿褲L/10pc","6","216.5","1219"
"32570","5","灌食空針(60ml/綠十字 (694)","2","23","46"
"32570","6","外科抽吸引流管 180cm/太平洋","2","45","90"
"32570","7","看護墊(添寧/L/8pc/60*","1","0","0"
"32570","8","亞培安素優能基均衡營養配方  ( 香草口味 - 少甜 )","3","850","2550"
"32570","9","芭弗莎林食鹽水(10ml/支,8支/包裝)","2","59","118"
"32572","1","付款折扣","0","0","-250"
"32572","2","雅保成人紙尿褲  M  ( 10 片裝 ) //21296","1","351","351"
"32572","3","桂格完膳營養素雙蛋白配方(原味無糖)","24","58.2916","1399"
"32572","4","桂格完膳營養素雙蛋白配方(原味無糖)","2","0","0"
"32573","1","補體素-優蛋白 清甜 (增強體力配方)","2","72","144"
"32574","1","立攝適盛健腎臟透析適用配方香草口味(新配方)","10","110","1100"
"32575","1","※桂格完膳營養素-100鉻配方(無糖)","1","75","75"
"32575","2","※葡勝納嚴選250ml-紅標","2","99","198"
"32578","1","※倍速癌症配方熱帶水果口味","4","205","820"
"32579","1","※管灌安素 8oz # 0709","24","59.583","1430"
"32580","1","維維樂草本超涼喉片","1","99","99"
"32581","1","善存女性綜合維他命120錠(食品級)","1","773.1","773"
"32581","2","優護清除環境中多效病毒濕紙巾 80  抽/包","1","79","79"
"32582","1","妙可適滴液(8g/瓶)","2","1215","2430"
"32584","1","付款折扣","0","0","-650"
"32584","2","(紅標)羅氏Accu-Chek  速讚採血針（200+4）入","1","600","600"
"32584","3","輔理善瞬感2掃描式葡萄糖監測系統","1","2200","2200"
"32585","1","付款折扣","0","0","-259"
"32585","2","※亞培葡勝納SR菁選200ml","24","90","2160"
"32588","1","補體素倍力腫瘤適用即飲配方食品(燕麥風味)","1","164","164"
"32588","2","(紅標)復易佳6000 PLUS 營養素","1","85","85"
"32588","3","樂護嬰幼兒柔濕巾  80  抽","1","71","71"
"32590","1","利鼻樂膠囊(10錠/盒)(OTC)","1","90","90"
"32592","1","倍速益含纖營養補充配方-原味200ml","1","86","86"
"32592","2","※桂格完膳營養素-原味無糖","1","57","57"
"32592","3","補體素-優蛋白 無糖不甜 (增強體力配方)","1","72","72"
"32595","1","付款折扣","0","0","-50"
"32595","2","補體素-慎選0 蛋白質管理配方 (粉狀) 45公克*30包/盒","1","792","792"
"32599","1","付款折扣","0","0","-200"
"32599","2","(OTC)愛克痰顆粒","1","108","108"
"32599","3","人生旅安糖漿16mlx2支/盒(OTC)","1","68","68"
"32599","4","人生旅安糖漿16mlx2支/盒(OTC)","1","68","68"
"32599","5","※普拿疼伏冒加強錠8入(OTC)","1","149","149"
"32599","6","(OTC)咳王固肺散25G","1","189","189"
"32599","7","Drs Formula 抗油抗屑洗髮精580ml","1","269","269"
"32599","8","Drs Formula 髮根強化洗髮精580ml","1","296","296"
"32602","1","付款折扣","0","0","-109"
"32602","2","倍速益含纖營養補充配方-原味200ml","4","86","344"
"32602","3","(杏)儲值卡專區活動","1","100","61"
"32602","4","優護酒精擦拭巾60抽/包","1","79","48"
"32605","1","迷你型7日保健盒","1","44","44"
"32605","2","安全鼻毛剪","1","54","54"
"32605","3","日/夜7日組合式保健盒","1","134","134"
"32605","4","切藥器","1","54","54"
"32610","1","付款折扣","0","0","-155"
"32610","2","益富益力勝慎前8蛋白質管理配方","2","82","164"
"32610","3","3M紙膠(1吋/4入)1530PP-14","1","80","80"
"32615","1","※維維樂佳倍優元氣補體減甜配方(液)","1","57","57"
"32618","1","導尿包(國發)","1","64","64"
"32618","2","※樂敦維他命眼藥水13ml(OTC)","1","198","198"
"32618","3","太平洋S型蓄尿袋(豪華型/2000ml)M01200","1","81","81"
"32619","1","付款折扣","0","0","-100"
"32619","2","※健力體(Jevity 8oz/#52924)","24","70.42","1690"
"32620","1","日/夜7日組合式保健盒","1","134","134"
"32621","1","付款折扣","0","0","-100"
"32621","2","※健力體(Jevity 8oz/#52924)","24","70.42","1690"
"32624","1","付款折扣","0","0","-203"
"32624","2","(紅標)訂金","1946","1","1946"
"32624","3","立攝適®穩優糖尿病適用配方香草口味(新配方)","2","95","190"
"32624","4","立攝適諾沛含天然食物均衡營養配方(新包裝)","2","108","216"
"32626","1","付款折扣","0","0","-510"
"32626","2","御護 優酵高機能益生菌 30 入","5","660","2999"
"32626","3","御護 優敏利寶貝益生菌體驗包","2","0","0"
