"customer_no","age_category","gender","hsien_desc","bs_tag_desc"
"64b5c2bb","41-45歲","女","台中市","健康愛家定存控"
"6965aba1","41-45歲","女","台中市","傳統保健理財族"
"f5c0df63","31-35歲","女","嘉義縣","物質享樂衝購族"
"82dd6179","41-45歲","女","新北市","物質享樂衝購族"
"1fe0a828","26-30歲","男","台中市","樂動廣告品牌控"
"7449e0a1","41-45歲","男","彰化縣","傳統保健理財族"
"f6609abb","36-40歲","女","南投縣","網購社媒手機迷"
"950c3e66","36-40歲","女","彰化縣","健康愛家定存控"
"c52b08ea","46-50歲","女","苗栗縣","健康愛家定存控"
"2c7874b5","36-40歲","女","基隆市","網購社媒手機迷"
"1aa7794f","36-40歲","女","台中市","品味養生理財貴族"
"81048dfc","26-30歲","女","台北市","物質享樂衝購族"
"ddff2475","51-55歲","男","新北市","愛搜愛比網購客"
"1d85a987","46-50歲","女","彰化縣","網購社媒手機迷"
"18bb2f0e","56-60歲","男","新竹市","運動科技潮人"
"3f842f62","36-40歲","女","高雄市","傳統保健理財族"
"e930d0bc","46-50歲","女","新竹縣","樂動廣告品牌控"
"ab070337","41-45歲","男","新竹市","運動科技潮人"
"cd6c3ba5","41-45歲","女","台北市","傳統保健理財族"
"dbedf516","46-50歲","女","桃園市","樂動廣告品牌控"
"cec79fd4","26-30歲","男","新竹縣","樂動廣告品牌控"
"c6b63588","36-40歲","男","台南市","樂動廣告品牌控"
"7ac114d9","56-60歲","女","台北市","品味養生理財貴族"
"63cd6b79","41-45歲","女","新竹縣","樂動廣告品牌控"
"74fe634e","41-45歲","女","台北市","品味養生理財貴族"
"f96d926a","26-30歲","女","新竹縣","物質享樂衝購族"
"02f06cc1","41-45歲","女","苗栗縣","物質享樂衝購族"
"34ccc980","51-55歲","男","新北市","運動科技潮人"
"b48ad4bb","41-45歲","女","新竹縣","物質享樂衝購族"
"a7855884","21-25歲","女","新竹縣","物質享樂衝購族"
"44b3aebf","36-40歲","男","桃園市","樂動廣告品牌控"
"deeb66c3","36-40歲","女","新北市","獨立愛遊理財新手"
"51973a22","31-35歲","女","苗栗縣","獨立愛遊理財新手"
"6314a918","31-35歲","女","桃園市","物質享樂衝購族"
"513aa67f","46-50歲","女","高雄市","品味養生理財貴族"
"deec0f88","36-40歲","女","花蓮縣","獨立愛遊理財新手"
"a3c1be43","51-55歲","女","花蓮縣","品味養生理財貴族"
"bdbc8c9d","31-35歲","女","新北市","健康愛家定存控"
"1e5f2621","26-30歲","女","台南市","物質享樂衝購族"
"b4352b5e","26-30歲","女","新竹縣","樂動廣告品牌控"
"a6272e47","36-40歲","女","新竹縣","健康愛家定存控"
"24c311a2","31-35歲","男","花蓮縣","健康愛家定存控"
"a6a6cb4b","51-55歲","女","台北市","品味養生理財貴族"
"65ee4696","46-50歲","女","台中市","品味養生理財貴族"
"f9d036eb","26-30歲","男","桃園市","運動科技潮人"
"f449a6a4","46-50歲","男","苗栗縣","愛搜愛比網購客"
"97f3fa69","36-40歲","女","彰化縣","網購社媒手機迷"
"7344bcd2","46-50歲","女","苗栗縣","物質享樂衝購族"
"32f7a8aa","31-35歲","女","新北市","健康愛家定存控"
"06977756","41-45歲","男","苗栗縣","樂動廣告品牌控"
"9e63b2bf","31-35歲","男","台中市","獨立愛遊理財新手"
"768f1cdf","41-45歲","女","台北市","網購社媒手機迷"
"aa1bc08d","36-40歲","女","新竹縣","品味養生理財貴族"
"f3063871","41-45歲","男","新竹市","運動科技潮人"
"b5584fa8","31-35歲","女","台北市","網購社媒手機迷"
"c6ebf7c6","36-40歲","女","屏東縣","健康愛家定存控"
"ace1e224","31-35歲","女","台北市","健康愛家定存控"
"fa8b3675","31-35歲","女","新北市","運動科技潮人"
"752c6c1a","36-40歲","女","台南市","品味養生理財貴族"
"539da009","46-50歲","女","新北市","運動科技潮人"
"19914786","26-30歲","女","苗栗縣","物質享樂衝購族"
"372c9a6c","46-50歲","女","彰化縣","健康愛家定存控"
"707aec53","31-35歲","女","台中市","網購社媒手機迷"
"50e28254","46-50歲","男","新北市","運動科技潮人"
"4e2b0125","36-40歲","女","苗栗縣","運動科技潮人"
"99e73db2","51-55歲","女","苗栗縣","獨立愛遊理財新手"
"a89c0f4f","41-45歲","女","新竹縣","獨立愛遊理財新手"
"33adc660","46-50歲","男","苗栗縣","運動科技潮人"
"e483aa60","26-30歲","女","桃園市","健康愛家定存控"
"12fc635a","26-30歲","女","新竹縣","網購社媒手機迷"
"68a888fe","46-50歲","女","新北市","樂動廣告品牌控"
"3073dc93","36-40歲","男","苗栗縣","物質享樂衝購族"
"38e8e371","21-25歲","女","台北市","健康愛家定存控"
"a7002cd3","31-35歲","男","台北市","運動科技潮人"
"bd0d97bb","36-40歲","女","桃園市","網購社媒手機迷"
"a9eb0fe3","41-45歲","男","新北市","獨立愛遊理財新手"
"a34af805","46-50歲","女","苗栗縣","物質享樂衝購族"
"59e0bec0","31-35歲","女","桃園市","健康愛家定存控"
"7b8fd407","31-35歲","女","新北市","健康愛家定存控"
"91c43185","41-45歲","男","台中市","樂動廣告品牌控"
"6e440366","51-55歲","女","新竹縣","樂動廣告品牌控"
"b5c64e49","31-35歲","男","新竹縣","物質享樂衝購族"
"dc7a4d0a","61-65歲","男","新北市","愛搜愛比網購客"
"59bb766f","26-30歲","男","桃園市","樂動廣告品牌控"
"688ec21b","41-45歲","女","雲林縣","健康愛家定存控"
"780d8dee","46-50歲","女","嘉義市","品味養生理財貴族"
"8d22f03c","46-50歲","女","台北市","愛搜愛比網購客"
"6ceee5cd","41-45歲","男","宜蘭縣","樂動廣告品牌控"
"ea2689f9","41-45歲","女","新竹縣","品味養生理財貴族"
"2410ca51","36-40歲","女","新北市","運動科技潮人"
"8ca2a68d","41-45歲","女","新北市","品味養生理財貴族"
"09e038b4","51-55歲","男","桃園市","運動科技潮人"
"f9e4b2d0","56-60歲","女","台北市","品味養生理財貴族"
"a0d75a5d","31-35歲","女","高雄市","物質享樂衝購族"
"d3266655","31-35歲","女","高雄市","物質享樂衝購族"
"769b5ce5","36-40歲","女","新竹縣","網購社媒手機迷"
"e115b203","31-35歲","女","桃園市","網購社媒手機迷"
"78c0c3cc","51-55歲","女","新竹縣","品味養生理財貴族"
"07cc7b81","31-35歲","女","苗栗縣","物質享樂衝購族"
"41ccb587","36-40歲","女","台北市","獨立愛遊理財新手"
"09f1d7b9","41-45歲","女","台北市","品味養生理財貴族"
"bf16f9b3","46-50歲","女","台中市","網購社媒手機迷"
"42d8182f","36-40歲","男","台北市","運動科技潮人"
"253e845e","36-40歲","女","高雄市","樂動廣告品牌控"
"e46b7656","36-40歲","女","台中市","運動科技潮人"
"8e936804","46-50歲","女","新竹縣","獨立愛遊理財新手"
"e232b0e7","36-40歲","女","彰化縣","物質享樂衝購族"
"e5085127","36-40歲","女","花蓮縣","傳統保健理財族"
"7d2f6037","46-50歲","男","新竹縣","樂動廣告品牌控"
"fde4d8bd","31-35歲","女","屏東縣","網購社媒手機迷"
"bf0baa76","41-45歲","女","高雄市","網購社媒手機迷"
"e42150bc","31-35歲","男","新竹縣","樂動廣告品牌控"
"7e482ffb","31-35歲","女","新竹縣","物質享樂衝購族"
"6e923785","36-40歲","女","彰化縣","網購社媒手機迷"
"d2520e2f","31-35歲","女","新北市","運動科技潮人"
"a23f86f7","41-45歲","女","新北市","物質享樂衝購族"
"c898cc6b","36-40歲","女","基隆市","健康愛家定存控"
"4a186962","56-60歲","女","彰化縣","傳統保健理財族"
"109e817a","41-45歲","女","桃園市","品味養生理財貴族"
"634acd6a","36-40歲","女","台中市","樂動廣告品牌控"
"ad36c5b0","46-50歲","女","新北市","網購社媒手機迷"
"7c4f543d","56-60歲","女","苗栗縣","樂動廣告品牌控"
"14687d2a","26-30歲","女","宜蘭縣","獨立愛遊理財新手"
"5c90f4e5","31-35歲","女","新北市","健康愛家定存控"
"d4887776","56-60歲","女","台中市","網購社媒手機迷"
"be0fa2c4","31-35歲","男","台北市","運動科技潮人"
"9a7e0bc4","46-50歲","女","苗栗縣","物質享樂衝購族"
"822bf913","31-35歲","女","桃園市","物質享樂衝購族"
"31e45d8f","31-35歲","女","台中市","樂動廣告品牌控"
"8b669f42","31-35歲","女","新竹縣","物質享樂衝購族"
"b40bb262","56-60歲","女","桃園市","網購社媒手機迷"
"9f15fde6","26-30歲","女","台中市","樂動廣告品牌控"
"98785f59","36-40歲","女","苗栗縣","樂動廣告品牌控"
"ea861313","26-30歲","女","新竹縣","物質享樂衝購族"
"cd9ba53f","41-45歲","女","桃園市","網購社媒手機迷"
"a6fe894d","31-35歲","男","彰化縣","運動科技潮人"
"95bec1bb","31-35歲","男","新竹市","運動科技潮人"
"4cd28b4d","56-60歲","女","彰化縣","網購社媒手機迷"
"ccfe3d6a","46-50歲","女","新北市","品味養生理財貴族"
"fc7ce64c","31-35歲","女","新竹市","物質享樂衝購族"
"14370e29","31-35歲","男","台中市","健康愛家定存控"
"7eae3e3a","41-45歲","女","彰化縣","健康愛家定存控"
"db3518d6","51-55歲","女","台南市","物質享樂衝購族"
"28e111a8","26-30歲","女","新北市","網購社媒手機迷"
"0c2e5d1b","46-50歲","女","台南市","網購社媒手機迷"
"c743b0ab","31-35歲","女","台南市","物質享樂衝購族"
"7618cf96","31-35歲","女","台中市","獨立愛遊理財新手"
"8814015a","31-35歲","女","花蓮縣","獨立愛遊理財新手"
"e24072bd","46-50歲","男","台中市","愛搜愛比網購客"
"d29812c4","31-35歲","女","花蓮縣","健康愛家定存控"
"98418322","56-60歲","女","花蓮縣","網購社媒手機迷"
"cce98020","41-45歲","女","新竹縣","健康愛家定存控"
"977de007","31-35歲","女","新北市","健康愛家定存控"
"75736e99","31-35歲","女","花蓮縣","健康愛家定存控"
"a3008b54","51-55歲","女","台南市","網購社媒手機迷"
"4c75b27a","36-40歲","女","新竹縣","網購社媒手機迷"
"8ac701eb","26-30歲","男","苗栗縣","獨立愛遊理財新手"
"db43dae4","36-40歲","女","桃園市","健康愛家定存控"
"965af2fa","26-30歲","女","南投縣","物質享樂衝購族"
"07f0221d","31-35歲","男","台中市","樂動廣告品牌控"
"8d10b90a","36-40歲","女","新竹縣","物質享樂衝購族"
"07488a33","36-40歲","女","新竹縣","物質享樂衝購族"
"0994116c","31-35歲","女","台北市","健康愛家定存控"
"2b91fc6a","26-30歲","女","桃園市","獨立愛遊理財新手"
"c1f3b0b5","26-30歲","女","新北市","健康愛家定存控"
"56a16556","41-45歲","男","桃園市","愛搜愛比網購客"
"22f80670","46-50歲","女","新竹縣","品味養生理財貴族"
"e1df3544","31-35歲","男","苗栗縣","運動科技潮人"
"042881fe","41-45歲","女","高雄市","愛搜愛比網購客"
"72d15de0","41-45歲","女","新北市","品味養生理財貴族"
"d08c1265","56-60歲","女","新北市","物質享樂衝購族"
"6058f3cb","36-40歲","男","新竹縣","運動科技潮人"
"39b3b650","36-40歲","女","苗栗縣","健康愛家定存控"
"75dde1db","31-35歲","女","新北市","物質享樂衝購族"
"f86452ca","26-30歲","女","彰化縣","物質享樂衝購族"
"f364af5c","41-45歲","女","花蓮縣","品味養生理財貴族"
"511b0be4","31-35歲","女","新北市","運動科技潮人"
"bc45c4d8","31-35歲","女","新竹市","物質享樂衝購族"
"4a04cd6f","31-35歲","女","新北市","物質享樂衝購族"
"6d8d69e6","41-45歲","男","台中市","樂動廣告品牌控"
"8ec4e17e","21-25歲","女","新竹市","物質享樂衝購族"
"0aef8091","31-35歲","女","新竹縣","健康愛家定存控"
"a783c9b9","46-50歲","女","台中市","物質享樂衝購族"
"f3fffc8f","31-35歲","女","桃園市","物質享樂衝購族"
"ed67f047","41-45歲","女","台中市","樂動廣告品牌控"
"dcad4411","31-35歲","女","新北市","物質享樂衝購族"
"01f59cac","46-50歲","女","彰化縣","物質享樂衝購族"
"29a89f86","41-45歲","女","新北市","獨立愛遊理財新手"
"ce30da41","26-30歲","女","苗栗縣","網購社媒手機迷"
"b1fa33a6","31-35歲","女","新北市","樂動廣告品牌控"
"087f965a","46-50歲","女","台北市","樂動廣告品牌控"
"86206e64","36-40歲","男","彰化縣","運動科技潮人"
"32614e72","51-55歲","男","台中市","愛搜愛比網購客"
"718e11c9","41-45歲","男","彰化縣","運動科技潮人"
"29db9fd0","41-45歲","男","新北市","運動科技潮人"
"4cecef2f","36-40歲","女","高雄市","健康愛家定存控"
"ce646cbb","31-35歲","男","新竹縣","健康愛家定存控"
"1878ef98","36-40歲","男","桃園市","運動科技潮人"
"069f7c75","31-35歲","男","桃園市","健康愛家定存控"
"a19f1523","41-45歲","女","苗栗縣","健康愛家定存控"
"26cf65c5","26-30歲","女","台中市","網購社媒手機迷"
"8f284085","56-60歲","女","台南市","物質享樂衝購族"
"ec633d68","41-45歲","女","台中市","品味養生理財貴族"
"4b9c3a22","36-40歲","女","新北市","運動科技潮人"
"4023f658","36-40歲","女","新竹縣","物質享樂衝購族"
"a8a72874","41-45歲","女","台中市","品味養生理財貴族"
"cc548969","36-40歲","女","新竹縣","物質享樂衝購族"
"4c4badcd","46-50歲","女","桃園市","健康愛家定存控"
"1181ae43","31-35歲","女","新北市","網購社媒手機迷"
"b2294c91","41-45歲","女","彰化縣","物質享樂衝購族"
"802ed314","31-35歲","女","台中市","健康愛家定存控"
"97599415","36-40歲","女","花蓮縣","獨立愛遊理財新手"
"7bd822b9","41-45歲","男","台中市","運動科技潮人"
"23ca2ac4","41-45歲","女","彰化縣","品味養生理財貴族"
"3cb6a531","31-35歲","女","新北市","物質享樂衝購族"
"55d050cd","46-50歲","女","苗栗縣","網購社媒手機迷"
"12428e20","36-40歲","女","花蓮縣","健康愛家定存控"
"100cb43a","41-45歲","男","新北市","健康愛家定存控"
"b233806c","46-50歲","女","桃園市","品味養生理財貴族"
"6ea3a3a2","26-30歲","男","新竹縣","樂動廣告品牌控"
"9bde0f5b","31-35歲","女","苗栗縣","物質享樂衝購族"
"672ef8f8","41-45歲","女","彰化縣","品味養生理財貴族"
"2c1399f4","36-40歲","男","彰化縣","運動科技潮人"
"b268a9b7","41-45歲","女","新北市","運動科技潮人"
"50bbeb61","56-60歲","女","彰化縣","物質享樂衝購族"
"84ca4fc3","36-40歲","女","新北市","物質享樂衝購族"
"7d0be2cd","31-35歲","男","台南市","樂動廣告品牌控"
"0a8999d8","36-40歲","女","苗栗縣","物質享樂衝購族"
"4af33d61","46-50歲","女","台中市","物質享樂衝購族"
"38432d2f","46-50歲","女","新北市","獨立愛遊理財新手"
"5698a554","36-40歲","男","新竹縣","樂動廣告品牌控"
"d34ed87e","31-35歲","女","新竹縣","網購社媒手機迷"
"87167737","46-50歲","女","桃園市","品味養生理財貴族"
"9b0174ba","26-30歲","男","苗栗縣","健康愛家定存控"
"ebf7fc02","26-30歲","女","台南市","獨立愛遊理財新手"
"3429f9a1","46-50歲","女","台北市","品味養生理財貴族"
"69949139","31-35歲","男","新北市","運動科技潮人"
"83efcb71","26-30歲","女","台南市","健康愛家定存控"
"453e83bd","31-35歲","女","新竹縣","物質享樂衝購族"
"f8960749","41-45歲","女","高雄市","健康愛家定存控"
"6e3e8654","41-45歲","女","台中市","物質享樂衝購族"
"75748eb2","51-55歲","男","新北市","運動科技潮人"
"785b0e8b","31-35歲","男","高雄市","運動科技潮人"
"ba25b0b8","31-35歲","女","新北市","運動科技潮人"
"72570e33","26-30歲","女","新竹市","物質享樂衝購族"
"605fe72a","41-45歲","女","台南市","樂動廣告品牌控"
"d85e287b","56-60歲","女","新北市","傳統保健理財族"
"a06c4a73","31-35歲","男","新竹市","運動科技潮人"
"1fa52653","41-45歲","男","雲林縣","網購社媒手機迷"
"3f030372","56-60歲","女","新竹縣","傳統保健理財族"
"c5637b83","41-45歲","女","新竹縣","品味養生理財貴族"
"69a36bad","31-35歲","女","新竹縣","物質享樂衝購族"
"53129e2c","41-45歲","女","新竹縣","傳統保健理財族"
"9da10b72","56-60歲","男","新北市","運動科技潮人"
"aa222ffd","51-55歲","女","新竹縣","品味養生理財貴族"
"0fc6e204","26-30歲","女","台中市","健康愛家定存控"
"88a158be","36-40歲","女","新北市","物質享樂衝購族"
"22d2c7da","51-55歲","女","台中市","樂動廣告品牌控"
"4e3be966","46-50歲","女","彰化縣","健康愛家定存控"
"a221a539","21-25歲","女","新竹市","網購社媒手機迷"
"ca6d10b2","46-50歲","女","新北市","品味養生理財貴族"
"b0a27675","26-30歲","女","高雄市","物質享樂衝購族"
"5e6db909","36-40歲","男","新竹縣","樂動廣告品牌控"
"833369aa","31-35歲","女","新竹縣","獨立愛遊理財新手"
"217bc2d9","31-35歲","男","新北市","樂動廣告品牌控"
"d2ed4670","31-35歲","女","新北市","運動科技潮人"
"ffbd627a","41-45歲","男","新竹縣","運動科技潮人"
"6589ab77","26-30歲","女","雲林縣","網購社媒手機迷"
"48e05d65","31-35歲","女","彰化縣","健康愛家定存控"
"34a8c0ea","46-50歲","女","台北市","品味養生理財貴族"
"fed26831","56-60歲","女","彰化縣","愛搜愛比網購客"
"5b4c49a5","46-50歲","女","花蓮縣","品味養生理財貴族"
"30827a68","26-30歲","女","新竹市","獨立愛遊理財新手"
"89d0c60d","26-30歲","女","苗栗縣","健康愛家定存控"
"2096465e","56-60歲","女","台北市","健康愛家定存控"
"843c25d8","61-65歲","男","台中市","健康愛家定存控"
"450f0717","31-35歲","女","新北市","網購社媒手機迷"
"04fdf2b3","36-40歲","女","新竹縣","傳統保健理財族"
"9d6c2897","46-50歲","男","桃園市","樂動廣告品牌控"
"5ef534d0","26-30歲","女","桃園市","健康愛家定存控"
"32832dfa","36-40歲","男","新竹縣","運動科技潮人"
"3faa4253","36-40歲","男","高雄市","樂動廣告品牌控"
"1451f0aa","51-55歲","女","台北市","獨立愛遊理財新手"
"5b5dbd27","36-40歲","女","台北市","健康愛家定存控"
"f74b9053","46-50歲","女","台中市","網購社媒手機迷"
"6b94b5eb","36-40歲","女","桃園市","網購社媒手機迷"
"7d8b9f74","41-45歲","男","台中市","運動科技潮人"
"0fcdd235","56-60歲","女","台北市","品味養生理財貴族"
"8047014b","41-45歲","女","新竹縣","獨立愛遊理財新手"
"401e24f9","36-40歲","男","台中市","運動科技潮人"
"86e7d41e","36-40歲","男","新竹縣","運動科技潮人"
"dd427369","56-60歲","女","台南市","獨立愛遊理財新手"
"69ed947d","41-45歲","女","新北市","物質享樂衝購族"
"bf67409e","61-65歲","女","新北市","品味養生理財貴族"
"7b02326b","31-35歲","女","新北市","物質享樂衝購族"
"958c896b","56-60歲","男","台北市","運動科技潮人"
"461f8139","61-65歲","男","新竹縣","愛搜愛比網購客"
"bf5f8c1a","41-45歲","男","花蓮縣","運動科技潮人"
"92700c17","31-35歲","女","台中市","健康愛家定存控"
"0c413dc0","46-50歲","女","台北市","網購社媒手機迷"
"e0c04f2c","41-45歲","女","桃園市","品味養生理財貴族"
"23d77095","41-45歲","女","新北市","品味養生理財貴族"
"bfdcbbde","51-55歲","女","台中市","健康愛家定存控"
"53ef8a68","26-30歲","男","新竹縣","物質享樂衝購族"
"04b517a5","46-50歲","女","新北市","健康愛家定存控"
"4046e5c5","36-40歲","女","彰化縣","物質享樂衝購族"
"2b1d7ab2","41-45歲","女","新竹縣","愛搜愛比網購客"
"5ad8cee9","26-30歲","女","新竹縣","物質享樂衝購族"
"69ca3d25","46-50歲","女","南投縣","健康愛家定存控"
"5ceca4a8","36-40歲","女","新竹縣","樂動廣告品牌控"
"405d2738","46-50歲","女","屏東縣","愛搜愛比網購客"
"e1fd85d9","36-40歲","女","新北市","健康愛家定存控"
"accc333d","46-50歲","男","彰化縣","樂動廣告品牌控"
"f621d55a","26-30歲","女","苗栗縣","獨立愛遊理財新手"
"0936550d","51-55歲","女","新北市","愛搜愛比網購客"
"a8766618","41-45歲","女","桃園市","運動科技潮人"
"b5b8c0ed","26-30歲","女","桃園市","健康愛家定存控"
"4a98e68a","31-35歲","男","台東縣","運動科技潮人"
"49096311","46-50歲","男","桃園市","愛搜愛比網購客"
"25f75fbb","36-40歲","女","基隆市","品味養生理財貴族"
"687fd524","41-45歲","男","花蓮縣","樂動廣告品牌控"
"47504d71","41-45歲","女","台中市","傳統保健理財族"
"bdac9c48","31-35歲","女","台北市","物質享樂衝購族"
"6a43e237","56-60歲","女","新北市","網購社媒手機迷"
"0b86f075","31-35歲","女","苗栗縣","物質享樂衝購族"
"c9785715","46-50歲","男","新北市","健康愛家定存控"
"58333b3a","36-40歲","女","台中市","物質享樂衝購族"
"20718c9c","36-40歲","男","台中市","樂動廣告品牌控"
"67eb0909","41-45歲","女","新北市","物質享樂衝購族"
"29f16fb0","56-60歲","女","桃園市","品味養生理財貴族"
"378d2f50","36-40歲","女","新竹縣","物質享樂衝購族"
"a81f5759","26-30歲","女","新北市","網購社媒手機迷"
"eb21ccf1","31-35歲","女","新北市","運動科技潮人"
"9a455fec","31-35歲","女","新北市","健康愛家定存控"
"56b36a76","51-55歲","男","高雄市","樂動廣告品牌控"
"52b80d44","56-60歲","女","新北市","網購社媒手機迷"
"fea3f883","41-45歲","女","南投縣","網購社媒手機迷"
"9329bd5b","46-50歲","女","台北市","品味養生理財貴族"
"f76b624b","31-35歲","男","苗栗縣","運動科技潮人"
"cd30758a","31-35歲","女","高雄市","物質享樂衝購族"
"a496310e","36-40歲","女","彰化縣","樂動廣告品牌控"
"2d1f22a9","51-55歲","女","新竹縣","健康愛家定存控"
"e6046b2e","26-30歲","男","苗栗縣","健康愛家定存控"
"e1cf9a19","56-60歲","女","花蓮縣","品味養生理財貴族"
"01ec8cde","31-35歲","女","台中市","物質享樂衝購族"
"a981bffe","31-35歲","男","新竹縣","運動科技潮人"
"bda22cd4","36-40歲","女","台東縣","樂動廣告品牌控"
"9f22d364","41-45歲","女","台中市","健康愛家定存控"
"3ea0a681","26-30歲","女","花蓮縣","健康愛家定存控"
"f1a8c685","31-35歲","女","新北市","運動科技潮人"
"ececf6a3","46-50歲","女","新竹縣","傳統保健理財族"
"d98c1036","61-65歲","男","新竹縣","樂動廣告品牌控"
"6222254a","31-35歲","女","新竹市","獨立愛遊理財新手"
"d59b94db","31-35歲","女","彰化縣","物質享樂衝購族"
"4cd3ad1c","36-40歲","女","花蓮縣","品味養生理財貴族"
"bc954c67","36-40歲","男","新竹縣","運動科技潮人"
"97528095","31-35歲","女","新竹縣","物質享樂衝購族"
"4889d9da","31-35歲","男","彰化縣","樂動廣告品牌控"
"6a73ad26","51-55歲","女","台北市","健康愛家定存控"
"079dd154","46-50歲","女","新北市","健康愛家定存控"
"c847a8ea","41-45歲","女","桃園市","品味養生理財貴族"
"bb75b601","51-55歲","男","台南市","運動科技潮人"
"a0e19b3c","46-50歲","男","新北市","運動科技潮人"
"36b7a23b","51-55歲","女","新竹縣","物質享樂衝購族"
"97bdf5ec","26-30歲","女","彰化縣","獨立愛遊理財新手"
"4dc51f3b","41-45歲","男","新竹縣","樂動廣告品牌控"
"ec6c8100","36-40歲","女","苗栗縣","物質享樂衝購族"
"b679d7d0","36-40歲","男","新竹縣","物質享樂衝購族"
"b7afa54c","41-45歲","女","新竹縣","品味養生理財貴族"
"10c476e0","41-45歲","男","彰化縣","樂動廣告品牌控"
"d0356bc3","31-35歲","女","花蓮縣","物質享樂衝購族"
"cc23a7b0","31-35歲","男","新竹縣","運動科技潮人"
"36218d7b","36-40歲","女","新北市","網購社媒手機迷"
"d25c4a3f","36-40歲","男","新竹縣","物質享樂衝購族"
"97095b94","31-35歲","女","新北市","運動科技潮人"
"8d67f3ff","26-30歲","男","花蓮縣","運動科技潮人"
"0b89d938","46-50歲","女","桃園市","健康愛家定存控"
"354ef33c","41-45歲","男","台南市","樂動廣告品牌控"
"7cbc36ea","31-35歲","女","台北市","運動科技潮人"
"42ce240c","36-40歲","女","台北市","傳統保健理財族"
"70879b92","56-60歲","男","苗栗縣","愛搜愛比網購客"
"0fa243df","46-50歲","女","基隆市","品味養生理財貴族"
"c0cf8c3e","51-55歲","女","花蓮縣","健康愛家定存控"
"72542868","51-55歲","女","台中市","獨立愛遊理財新手"
"932d1b86","36-40歲","女","新北市","運動科技潮人"
"385089ba","46-50歲","男","台中市","愛搜愛比網購客"
"8f862c38","46-50歲","男","高雄市","樂動廣告品牌控"
"956bcb69","41-45歲","男","苗栗縣","健康愛家定存控"
"725a05c6","31-35歲","男","桃園市","樂動廣告品牌控"
"b1a2bc26","41-45歲","女","花蓮縣","品味養生理財貴族"
"91d87308","41-45歲","女","台南市","網購社媒手機迷"
"69c378d1","36-40歲","女","桃園市","樂動廣告品牌控"
"8aab7c37","41-45歲","女","高雄市","健康愛家定存控"
"67dfbf07","31-35歲","女","苗栗縣","物質享樂衝購族"
"fcba5f98","31-35歲","女","桃園市","獨立愛遊理財新手"
"b0cbe5b4","31-35歲","女","新北市","物質享樂衝購族"
"b81fd389","31-35歲","女","苗栗縣","獨立愛遊理財新手"
"22614723","31-35歲","女","桃園市","獨立愛遊理財新手"
"bd36d677","31-35歲","女","台南市","物質享樂衝購族"
"022bec32","36-40歲","男","台中市","樂動廣告品牌控"
"870da352","41-45歲","女","新北市","品味養生理財貴族"
"1600a097","36-40歲","女","台南市","物質享樂衝購族"
"86b77841","41-45歲","男","新竹縣","獨立愛遊理財新手"
"e2780e29","46-50歲","女","苗栗縣","網購社媒手機迷"
"042ba359","41-45歲","女","台北市","品味養生理財貴族"
"44c30517","41-45歲","女","桃園市","網購社媒手機迷"
"51888275","31-35歲","女","新竹縣","健康愛家定存控"
"91de6d3b","51-55歲","女","台北市","網購社媒手機迷"
"cb0ac962","51-55歲","男","桃園市","愛搜愛比網購客"
"38dcbb54","41-45歲","女","南投縣","愛搜愛比網購客"
"b0829785","36-40歲","男","新北市","樂動廣告品牌控"
"534626ca","46-50歲","女","南投縣","網購社媒手機迷"
"b08c5005","46-50歲","女","新竹縣","傳統保健理財族"
"99d1e1ee","26-30歲","女","台中市","傳統保健理財族"
"fc59ece1","51-55歲","男","基隆市","樂動廣告品牌控"
"47580411","41-45歲","女","新北市","健康愛家定存控"
"7cce9ee0","36-40歲","男","台中市","樂動廣告品牌控"
"ddbcb1f8","31-35歲","女","屏東縣","網購社媒手機迷"
"a1b4f6ce","41-45歲","女","苗栗縣","物質享樂衝購族"
"146239a4","36-40歲","女","新竹縣","物質享樂衝購族"
"94dfef90","26-30歲","女","台北市","健康愛家定存控"
"ea5d67fc","51-55歲","女","花蓮縣","傳統保健理財族"
"d909667e","51-55歲","男","彰化縣","愛搜愛比網購客"
"e0ea87a3","31-35歲","女","桃園市","網購社媒手機迷"
"e4bb9aab","46-50歲","男","苗栗縣","愛搜愛比網購客"
"53d787f4","36-40歲","女","台北市","網購社媒手機迷"
"737a1ee1","31-35歲","女","新竹縣","運動科技潮人"
"93b6c7b3","36-40歲","男","新竹市","樂動廣告品牌控"
"bf2580d3","41-45歲","男","花蓮縣","運動科技潮人"
"5c65b0ef","41-45歲","女","雲林縣","網購社媒手機迷"
"882bb36a","36-40歲","女","新北市","獨立愛遊理財新手"
"1056dda8","51-55歲","女","新竹縣","樂動廣告品牌控"
"1a0b5363","26-30歲","女","苗栗縣","物質享樂衝購族"
"e97207e1","51-55歲","男","新北市","愛搜愛比網購客"
"056f9692","46-50歲","女","新北市","品味養生理財貴族"
"2e79cd84","36-40歲","男","新北市","運動科技潮人"
"d2e95e27","36-40歲","女","台北市","網購社媒手機迷"
"30788265","31-35歲","女","新北市","運動科技潮人"
"81ec8175","36-40歲","女","新竹市","品味養生理財貴族"
"52570e12","36-40歲","女","台東縣","物質享樂衝購族"
"c4b9939a","21-25歲","女","彰化縣","網購社媒手機迷"
"ca5d3fb4","36-40歲","女","彰化縣","樂動廣告品牌控"
"a6cd075f","31-35歲","女","彰化縣","物質享樂衝購族"
"524241dd","51-55歲","女","新北市","品味養生理財貴族"
